,,,PC1,PC2,PC3
2004_09_14_USS_Health_Mental.txt,USS,Health,-0.069659284,2.201489836,0.740576936
2004_07_22_USS_Women_Fern_Holland.txt,USS,Women,2.660850539,0.756133846,-2.185368703
2012_09_28_SS_Foreign_Arab_States.txt,SS,Foreign,0.627363813,0.407787732,0.648563706
2004_07_08_USS_Foreign_Homeland_Sec2.txt,USS,Foreign,-1.341829961,-3.827784418,2.144861354
2009_04_22_SS_Foreign_Obama_Goals.txt,SS,Foreign,-0.046705115,1.290689678,2.185856749
2011_11_16_SS_Foreign_Philippines.txt,SS,Foreign,-0.964543934,3.040028291,-0.117654547
2004_07_22_USS_Foreign_Military_Bases.txt,USS,Foreign,1.891110676,0.863974658,-0.461849901
2012_12_12_SS_Women_Afghan.txt,SS,Women,3.633742764,0.449858113,-1.766929465
2011_09_12_SS_Foreign_Terrorism.txt,SS,Foreign,-1.329868648,0.150333252,0.391801002
1999_03_16_FL_Health_Vitamin_A.txt,FL,Health,-1.834387033,-0.360899125,1.874697493
2009_07_23_SS_Foreign_ASEAN.txt,SS,Foreign,0.454300948,0.827123445,1.176662384
2011_06_12_SS_Health_Tanzania.txt,SS,Health,-2.317134472,1.737605171,-0.258686989
1995_11_28_FL_Women_STAR.txt,FL,Women,-0.776808566,-2.320046444,0.45963363
2004_06_23_USS_Health_Occupational.txt,USS,Health,1.299143173,-0.745493934,-0.700190975
2005_03_17_USS_Health_Medicaid.txt,USS,Health,-0.442939469,-1.971572802,1.503380735
2009_02_20_SS_Women_EWHA.txt,SS,Women,-0.357585521,1.016528485,0.439177244
1995_09_05_FL_Women_WHO.txt,FL,Women,3.021829916,1.211796863,0.958488728
2012_12_07_SS_Foreign_N_Ireland.txt,SS,Foreign,-1.545263888,-0.810099162,-1.744547335
2009_01_13_SS_Foreign_Nomination_Hearing.txt,SS,Foreign,1.201947011,0.889228296,0.962247746
1999_02_09_FL_Foreign_Population.txt,FL,Foreign,0.067288038,0.737903113,-0.130980652
2006_07_25_USS_Women_Teen_Pregnancy.txt,USS,Women,0.188295774,-1.525892811,-0.461225753
2011_07_20_SS_Women_Working Women.txt,SS,Women,-3.114371051,2.116490169,-0.206667274
2003_06_25_USS_Health_Medicare.txt,USS,Health,0.591127102,-3.077951752,0.047244688
2009_09_25_SS_Women_Violence_Girls.txt,SS,Women,-0.243765465,-2.190632184,-1.780937927
2006_12_08_USS_Health_Lifespan_Act.txt,USS,Health,-0.128287531,1.425592961,-0.050244553
2004_04_01_USS_Health_Presc_Drugs.txt,USS,Health,0.658230337,-1.446614003,0.349481456
2004_10_07_USS_Foreign_911_Comm.txt,USS,Foreign,-0.012737047,3.312812498,4.21247223
1998_12_13_FL_Foreign_Middle_East.txt,FL,Foreign,-2.053239379,-1.024712885,-1.739135935
2011_06_10_SS_Women_Africa.txt,SS,Women,-4.242678247,0.722811476,0.776322576
1995_10_13_FL_Foreign_Democracy_Chile.txt,FL,Foreign,-0.81844349,0.724948158,-0.624222739
2013_01_31_SS_Women_Gender Equality.txt,SS,Women,1.320178966,1.359961212,1.754630398
2002_02_23_USS_Foreign_Israel.txt,USS,Foreign,-0.707863134,-1.935711732,0.02109642
2003_11_24_USS_Health_Coverage.txt,USS,Health,-0.327304296,-3.514177848,-0.209814773
2009_11_19_SS_Foreign_Iraq_Afghan.txt,SS,Foreign,-4.087919445,-0.694185532,1.887523447
2004_12_08_USS_Foreign_Intelligence.txt,USS,Foreign,2.146487272,-0.014265786,3.107687763
1994_03_14_FL_Health_U_Colorado.txt,FL,Health,-3.067346483,-2.453465811,0.339887467
2001_04_06_USS_Health_Arsenic_Water.txt,USS,Health,2.162758385,0.090486473,0.944230066
2012_11_27_SS_Women_Business.txt,SS,Women,-1.819566357,1.521800413,1.402100844
1993_11_04_FL_Health_Marshall U.txt,FL,Health,-2.169143749,-2.095589251,-0.084689829
2005_07_29_USS_Health_Long_Term_Care.txt,USS,Health,0.832177706,2.999160652,1.056006626
1994_05_24_FL_Women_Health_Care.txt,FL,Women,-2.920963144,-4.140174998,0.27851885
2012_08_08_SS_Health_South_Africa.txt,SS,Health,-0.1502415,0.089901032,0.420617941
2006_04_07_USS_Health_Elderly.txt,USS,Health,0.490916149,2.74488587,-1.265517952
2004_07_26_USS_Foreign_DNC_Kerry.txt,USS,Foreign,-2.482865922,0.331854929,-0.302822394
2010_12_14_SS_Health_AIDS.txt,SS,Health,-1.271927772,1.250878012,-0.813562673
2005_01_24_USS_Women_Abortion.txt,USS,Women,0.701722801,-1.524960207,0.578749272
1999_01_28_FL_Women_Breast_Cancer.txt,FL,Women,-0.65678146,-2.059753312,-1.284011734
2010_10_06_SS_Women_Summit.txt,SS,Women,-2.666155776,0.897693258,-0.273748009
2010_11_29_SS_Foreign_Wikileaks.txt,SS,Foreign,1.240299893,-1.04966504,1.678411963
2001_10_23_USS_Health_Latin_Am.txt,USS,Health,1.143662009,0.704626919,-0.333903051
1997_11_12_FL_Women_Politics.txt,FL,Women,-0.050464518,1.329959141,0.527961433
2009_08_05_SS_Foreign_Korea.txt,SS,Foreign,-0.503276373,0.441589811,-0.455543217
1995_05_02_FL_Women_CNN_World.txt,FL,Women,1.032703335,1.054943674,0.659420328
2005_06_21_USS_Health_Lifespan_Care.txt,USS,Health,-0.531240103,2.535426351,-1.433409817
2006_06_15_USS_Health_Returning_Vets.txt,USS,Health,2.761189586,0.847377788,-0.729770969
1993_10_19_FL_Health_Institute_Med.txt,FL,Health,-1.035251039,-2.025096669,1.974265723
1993_10_08_FL_Health_ARC.txt,FL,Health,-1.646398078,0.378283563,0.855593593
2012_10_25_SS_Women_Work.txt,SS,Women,-3.137234834,-3.180933266,-0.693452427
1999_01_26_FL_Women_Science.txt,FL,Women,-2.28665566,0.55492213,-1.376575885
2012_06_14_SS_Health_Children.txt,SS,Health,-1.075805776,0.131570575,-0.352580544
1998_10_02_FL_Women_Human_Rights.txt,FL,Women,-0.826363017,-0.089580181,0.085372236
2011_10_22_SS_Women_Tajakistan.txt,SS,Women,-3.08040188,1.946890071,0.064294617
2004_09_14_USS_Foreign_Safer_Act.txt,USS,Foreign,0.963030291,-0.819547359,3.485394915
1995_03_07_FL_Foreign_NGO_Denmark.txt,FL,Foreign,2.02495196,1.042450909,1.077987151
2010_11_17_SS_Women_Law Center.txt,SS,Women,-2.043946133,-0.546198709,-0.301107527
2003_10_24_USS_Women_Abortion.txt,USS,Women,-0.446256801,-3.320981427,0.046550193
2003_06_26_USS_Health_Immigrants.txt,USS,Health,3.853514122,-0.769917104,-0.539824587
1999_03_15_FL_Women_Citizenship.txt,FL,Women,-0.02534457,0.517180951,-2.402095436
2011_09_19_SS_Women_Agriculture.txt,SS,Women,0.18157532,2.051990528,-1.09921376
2009_02_25_SS_Foreign_Human_Rights.txt,SS,Foreign,-0.78173052,1.621415424,1.355563312
2006_09_28_USS_Foreign_Detainees.txt,USS,Foreign,2.358764413,-0.55679313,0.432242962
2006_11_16_USS_Foreign_India.txt,USS,Foreign,0.985093433,0.382958185,2.284686626
1998_07_16_FL_Women_Seneca_Falls.txt,FL,Women,-0.379605936,-1.79218054,-2.390801752
2002_10_17_USS_Foreign_Bali.txt,USS,Foreign,3.740537158,-0.734359683,-1.648314158
2013_01_17_SS_Foreign_Somalia.txt,SS,Foreign,0.622299225,0.49205336,-0.40934632
2011_01_30_SS_Health_Haiti_Cholera.txt,SS,Health,-1.16951096,1.291732668,1.294971936
2012_03_09_SS_Women_Labor.txt,SS,Women,-0.696791281,-0.621066973,-0.412663404
2009_08_07_SS_Health_S_Africa.txt,SS,Health,-2.165455429,0.361364668,-0.914715547
2002_04_16_USS_Foreign_Border_Security.txt,USS,Foreign,0.909257511,-1.316038642,2.020016965
1998_02_02_FL_Foreign_World_Economy.txt,FL,Foreign,-0.487985677,-1.607931533,1.895307355
2006_09_29_USS_Health_Ryan_White.txt,USS,Health,1.455649584,-0.217532687,0.972339149
2009_03_25_SS_Women_Leadership.txt,SS,Women,-4.573568411,-0.818163551,0.38130951
1995_05_01_FL_Women_Mammagraphy.txt,FL,Women,-1.652222021,-0.636096713,-0.187419623
2010_04_28_SS_Women_Entrepreneurs.txt,SS,Women,-0.478194043,0.662409905,-1.391052331
2006_05_18_USS_Foreign_Immigration.txt,USS,Foreign,1.199203833,0.634027836,2.467737545
2005_11_17_USS_Health_IT.txt,USS,Health,0.736425954,3.750882408,2.398368506
1995_09_05_FL_Women_UN.txt,FL,Women,1.020848472,0.820431678,-1.426334199
2010_10_01_SS_Women_UN.txt,SS,Women,3.313199141,3.359341731,3.006517524
1999_02_07_FL_Foreign_NGO.txt,FL,Foreign,-1.137551732,-0.189053232,-0.094012399
2010_12_08_SS_Women_TEDWomen.txt,SS,Women,-0.683581306,-0.184444606,-0.036987019
2009_07_27_SS_Foreign_China.txt,SS,Foreign,1.039383186,2.133657598,-0.18456923
2003_12_15_USS_Foreign_CFR.txt,USS,Foreign,-0.497469529,-1.39318873,-0.138785537
1999_09_23_FL_Foreign_Democracy.txt,FL,Foreign,-1.024911268,-0.886998453,-1.643928866
2010_01_12_SS_Women_Mourning_Mothers.txt,SS,Women,2.757408767,0.133414226,-3.189646185
2013_01_18_SS_Foreign_Asia.txt,SS,Foreign,-0.275903117,1.447896425,0.066829182
2005_06_30_USS_Foreign_Nuclear.txt,USS,Foreign,2.199106271,-3.735364448,0.940409997
2000_03_20_FL_Health_Emotional.txt,FL,Health,-0.061826368,-1.273529084,0.195811198
1997_03_28_FL_Women_Democracy.txt,FL,Women,-1.217287802,1.07211171,-0.069470124
2011_09_13_SS_Women_Pink_Ribbon.txt,SS,Women,-1.965070214,0.540047276,0.516304385
2003_10_17_USS_Foreign_Intelligence.txt,USS,Foreign,-1.712055895,-4.310992038,0.587465925
2009_09_24_SS_Women_Women_Leaders.txt,SS,Women,-2.178883246,-0.79448649,0.705254266
2011_12_14_SS_Foreign_Religion.txt,SS,Foreign,-1.514760343,-2.3439076,1.037007038
2006_07_12_USS_Foreign_National_911.txt,USS,Foreign,0.190051802,-1.890006659,0.987098718
2003_03_21_USS_Foreign_Homeland_Sec.txt,USS,Foreign,0.218124772,0.380094456,6.270760123
2005_03_09_USS_Health_Medical_Bankruptcy.txt,USS,Health,3.376140242,-3.652907324,-1.778972344
2005_05_10_USS_Women_Caregiving_Moms.txt,USS,Women,0.981261223,1.101365544,-3.263961315
1998_06_04_FL_Health_Harvard_Med.txt,FL,Health,-0.86998216,-1.180114834,0.269875889
2003_10_17_USS_Foreign_Malaysia.txt,USS,Foreign,1.976477099,3.452233616,0.013065667
2006_03_15_USS_Women_Contraception.txt,USS,Women,1.170280368,0.431276717,2.307628704
1997_03_28_FL_Foreign_Africa.txt,FL,Foreign,-0.892011551,1.109767683,-0.070083932
2006_03_14_USS_Health_Medicare_Drugs.txt,USS,Health,2.019173156,1.632538004,-1.457543068
1999_06_29_FL_Foreign_Democracy_Forum.txt,FL,Foreign,0.479569313,1.430918241,-0.670368427
1994_08_10_FL_Women_Police.txt,FL,Women,-1.232871841,-2.692003798,1.281889526
1997_03_28_FL_Women_Uganda.txt,FL,Women,-0.4181208,-0.612597388,0.24353696
2002_02_06_USS_Foreign_Olympics_Flag.txt,USS,Foreign,1.209931879,-0.687373716,-0.584866238
1998_07_08_FL_Women_Police.txt,FL,Women,-1.942582306,-1.16720007,-0.216080496
1998_07_15_FL_Women_Kate_Mullany.txt,FL,Women,-2.018549964,-1.855373624,-3.309912242
2012_08_08_SS_Health_PEPFAR.txt,SS,Health,-2.009917539,-0.362869225,0.570469274
2012_01_31_SS_Foreign_Syria.txt,SS,Foreign,3.157987556,-0.267934888,1.578469769
1997_12_10_FL_Foreign_Human_Rights.txt,FL,Foreign,2.049567377,-1.369079046,-0.384701965
2003_03_12_USS_Women_Abortion.txt,USS,Women,-0.00228665,-2.24305882,-0.955549235
1997_11_12_FL_Foreign_Kyrgyzstan.txt,FL,Foreign,-2.314702574,0.249715869,1.215038497
2003_03_12_USS_Women_Abortion2.txt,USS,Women,-0.787500165,-4.364102055,0.025186964
2004_10_08_USS_Health_EPA.txt,USS,Health,5.836421997,-0.01306746,0.322474359
2005_06_15_USS_Health_Technology.txt,USS,Health,0.476857088,1.644250451,1.748457022
1999_04_21_FL_Foreign_Kosovo_Refugees.txt,FL,Foreign,-0.679398417,0.482277634,-1.148020632
2012_07_23_SS_Health_Aids.txt,SS,Health,0.004849426,0.58437626,0.309467908
1999_07_23_FL_Women_Library.txt,FL,Women,-1.865344385,1.078978718,-2.074164003
2012_11_08_SS_Foreign_Terrorism.txt,SS,Foreign,-0.299681969,-0.020246556,-2.372456099
2005_05_23_USS_Health_Immigrarnts.txt,USS,Health,2.050382509,0.76750889,-0.448210683
1999_01_04_FL_Health_Long_Term_Care.txt,FL,Health,-0.361187557,1.625143494,-0.120460123
2010_03_12_SS_Women_World_Summit.txt,SS,Women,-1.650937273,-0.634497411,-1.835564036
1999_01_13_FL_Health_Epilepsy.txt,FL,Health,-0.669954297,-1.300722856,-0.627982271
2006_03_14_USS_Foreign_Liberia.txt,USS,Foreign,0.776264164,1.89394724,-0.547393905
2006_09_28_USS_Health_Lead_Poison.txt,USS,Health,3.209260738,-0.983259115,1.363766902
1999_09_30_FL_Women_First Ladies.txt,FL,Women,0.037016341,0.31725399,-0.367686844
1993_06_13_FL_Health_AMA.txt,FL,Health,-1.777637224,-1.162676522,1.291360528
2011_10_03_SS_Women_Africa.txt,SS,Women,-3.816649954,0.095010624,-0.972700519
2005_06_08_USS_Women_Contraception.txt,USS,Women,1.939383418,1.08088615,0.808255754
1999_04_20_FL_Health_Hofstra.txt,FL,Health,-0.674764208,-1.752744599,-0.002386415
2003_02_27_USS_Women_Title IX.txt,USS,Women,-0.451589271,-2.252990848,-0.553832395
2005_11_15_USS_Foreign_Defense_Budget.txt,USS,Foreign,1.715365667,0.359304051,0.992763219
1998_05_14_FL_Health_WHO.txt,FL,Health,0.882693447,-1.357976655,-0.663954214
2010_05_26_SS_Women_China.txt,SS,Women,0.133030464,-2.37123691,-1.334201098
2009_07_15_SS_Foreign_CFR.txt,SS,Foreign,0.560745668,0.495671152,1.882299696
2005_09_29_USS_Women_AKA_Sorority.txt,USS,Women,1.673400825,3.382023767,0.024993561
2006_06_29_USS_Women_Contraception.txt,USS,Women,1.616930907,-0.356170262,1.049979406
2005_05_24_USS_Foreign_Israel.txt,USS,Foreign,-0.891150826,-0.877139695,0.288732404
2005_09_28_USS_Health_Liability_Ins.txt,USS,Health,2.692380014,1.425085656,0.509994646
2011_06_12_SS_Health_1000_Days.txt,SS,Health,-0.921395252,3.207256828,0.728098608
2012_11_29_SS_Foreign_Europe.txt,SS,Foreign,0.580279323,0.833055303,0.872397721
2012_10_16_SS_Women_Peru.txt,SS,Women,-0.85650303,1.114225355,-0.467812296
2005_01_26_USS_Foreign_Rice.txt,USS,Foreign,2.051643274,0.386537957,0.899795043
2006_03_08_USS_Women_Inter_Women_Day.txt,USS,Women,2.678415529,2.093652457,0.08147328
2006_09_19_USS_Women_Sojourner_Truth.txt,USS,Women,1.906664549,2.748343244,-2.471874267
2009_05_13_SS_Foreign_Americas.txt,SS,Foreign,-0.737579852,2.174606096,2.051726696
1999_10_05_FL_Foreign_Poland.txt,FL,Foreign,-0.255839279,-0.624718989,-1.823511981
2005_06_28_USS_Health_Nutrition.txt,USS,Health,6.228865618,1.282476118,1.737914791
2012_09_24_SS_Health_CGI.txt,SS,Health,-0.796705315,0.730614548,0.897291232
2011_06_30_SS_Women_Democracy.txt,SS,Women,-0.49896544,0.782087671,0.108697362
1999_11_18_FL_Foreign_Human_Trafficking.txt,FL,Foreign,0.354012457,1.398971278,0.615682664
1999_03_04_FL_Women_International_Day.txt,FL,Women,0.310835256,-0.43386128,-1.066092995
1999_06_18_FL_Foreign_Democracy.txt,FL,Foreign,-0.11406789,-0.343558879,-0.763542844
1998_04_02_FL_Women_Female_Genital_Mutilation.txt,FL,Women,-3.606403678,-1.498364199,-0.012848449
2006_04_26_USS_Foreign_Border_Sec.txt,USS,Foreign,-0.050167331,-1.106828107,0.51947735
2012_11_29_SS_Health_AIDS.txt,SS,Health,-1.431199111,0.28927297,0.930115687
2012_08_03_SS_Health_Uganda.txt,SS,Health,-2.824858227,0.676011796,0.096977583
1996_03_08_FL_Health_Teen_Smoking.txt,FL,Health,-1.783918094,-2.290496315,-0.282377313
2005_10_07_USS_Women_Violence.txt,USS,Women,5.772913076,1.120428615,0.061779243
2012_03_12_SS_Women_Earhart.txt,SS,Women,-2.50093209,-1.95256866,-2.835977034
1999_08_02_FL_Foreign_Land_Mines.txt,FL,Foreign,-0.712281208,1.011502172,-1.116321147
1997_02_03_FL_Foreign_Microcredit.txt,FL,Foreign,-0.881219409,-0.994336064,-0.60870906
2005_02_13_USS_Foreign_UN.txt,USS,Foreign,1.843554587,-1.455610511,0.789157691
2010_10_25_SS_Foreign_Jordan.txt,SS,Foreign,-1.463668731,2.766203104,0.541488082
